timestamp,V_batt,I_batt,T_batt,V_solar,I_solar,V_bus,I_bus,T_eps,SOC,anomaly_type,orbit_sunlight,P_batt,P_solar,P_bus,converter_ratio,charge_efficiency,delta_V_batt,delta_I_batt,delta_T_batt,delta_V_bus,delta_I_bus,delta_SOC,rolling_std_V_batt,rolling_mean_V_batt,rolling_std_I_batt,rolling_mean_I_batt,rolling_std_T_batt,rolling_mean_T_batt,V_batt_V_bus_ratio,power_balance
2025-12-12 16:08:25.330811,7.382,-0.463,-19.7,0.884,0.089,7.357,0.461,-14.6,25.4,normal,False,-3.417866,0.078676,3.3915770000000003,8.322398190045249,0.0,-0.21700000000000053,-0.007000000000000006,0.3000000000000007,-0.22499999999999964,-0.0040000000000000036,-13.700000000000003,0.13974510526109857,7.400222222222222,0.05843172654184316,-0.5023999999999998,9.54076633306866,-15.280000000000001,1.003398124235422,0.10496499999999997
2025-12-12 16:08:42.610811,7.728,-0.441,-19.1,0.864,0.016,7.693,0.464,-15.0,45.4,normal,False,-3.408048,0.013824,3.569552,8.903935185185185,0.0,0.3460000000000001,0.02200000000000002,0.5999999999999979,0.3359999999999994,0.0030000000000000027,20.0,0.1704306636468451,7.448111111111111,0.06155295822834798,-0.4960999999999999,9.526833448504794,-15.250000000000004,1.0045495905368518,-0.1476799999999998
2025-12-12 16:08:59.890811,7.524,-0.44,-18.7,0.842,0.069,7.497,0.447,-15.1,34.5,normal,False,-3.31056,0.058098000000000004,3.351159,8.903800475059382,0.0,-0.20399999999999974,0.0010000000000000009,0.40000000000000213,-0.19599999999999973,-0.017000000000000015,-10.899999999999999,0.1624657570758103,7.4557,0.06400598930303916,-0.4900999999999998,4.728694910390095,-17.95,1.0036014405762306,0.017499000000000375
2025-12-12 16:08:59.890811,7.479,-1.771,59.8,0.782,0.017,7.609,0.453,-14.4,38.5,batt_overheat,False,-13.245308999999999,0.013294000000000002,3.446877,9.730179028132993,0.0,-0.04499999999999993,-1.331,78.5,0.1120000000000001,0.006000000000000005,4.0,0.15800689155151257,7.4468000000000005,0.41177756940690746,-0.6018999999999999,25.062918602766196,-11.510000000000002,0.9829149691155211,9.811725999999998
2025-12-12 16:09:17.170811,7.284,-0.433,-19.4,0.757,0.083,7.261,0.435,-15.2,20.1,normal,False,-3.153972,0.062831,3.158535,9.591809775429326,0.0,-0.19500000000000028,1.3379999999999999,-79.19999999999999,-0.34799999999999986,-0.018000000000000016,-18.4,0.16262051941045502,7.4221,0.4147741152322075,-0.5922999999999998,25.092406996716832,-11.600000000000003,1.0031676077675251,0.058267999999999986
2025-12-12 16:09:34.450811,7.56,-0.39,-20.0,0.805,0.06,7.54,0.431,-15.0,35.5,normal,False,-2.9484,0.0483,3.24974,9.366459627329192,0.0,0.2759999999999998,0.04299999999999998,-0.6000000000000014,0.2789999999999999,-0.0040000000000000036,15.399999999999999,0.1669470974091099,7.441,0.41897426333049054,-0.5810999999999998,25.130346860585274,-11.710000000000003,1.0026525198938991,-0.2530400000000004
2025-12-12 16:09:51.730811,7.281,-0.46,-20.4,0.849,0.072,7.27,0.438,-14.8,20.2,normal,False,-3.34926,0.061127999999999995,3.1842599999999996,8.56301531213192,0.0,-0.2789999999999999,-0.07,-0.3999999999999986,-0.27000000000000046,0.007000000000000006,-15.3,0.15196563939111177,7.450999999999999,0.4190062317224126,-0.5809999999999997,25.152514784808197,-11.770000000000001,1.001513067400275,0.22612800000000055
2025-12-12 16:10:09.010811,7.748,-0.453,-20.5,0.848,0.02,7.758,0.413,-14.6,48.3,normal,False,-3.509844,0.01696,3.2040539999999997,9.148584905660378,0.0,0.4670000000000005,0.007000000000000006,-0.10000000000000142,0.48800000000000043,-0.025000000000000022,28.099999999999998,0.1754460980852198,7.488000000000001,0.4202156060352227,-0.5765999999999998,25.16754744595586,-11.810000000000002,0.9987110079917505,0.32275000000000054
2025-12-12 16:10:26.290811,7.519,-0.408,-20.3,0.866,0.055,7.473,0.393,-15.3,33.3,normal,False,-3.067752,0.04763,2.936889,8.62933025404157,0.0,-0.2290000000000001,0.04500000000000004,0.1999999999999993,-0.28500000000000014,-0.019999999999999962,-15.0,0.16183887735095748,7.5104,0.422106687409178,-0.5714999999999998,25.17494565811183,-11.830000000000002,1.0061554931085241,0.178493
2025-12-12 16:10:43.570811,7.254,-0.388,-19.6,0.762,0.008,7.227,0.391,-14.8,17.5,normal,False,-2.814552,0.006096,2.8257570000000003,9.484251968503937,0.0,-0.26500000000000057,0.019999999999999962,0.6999999999999993,-0.24599999999999955,-0.0020000000000000018,-15.799999999999997,0.17692273894429283,7.4759,0.4247137728975632,-0.5646999999999999,25.16083596915376,-11.790000000000003,1.0037359900373597,-0.005109000000000474
2025-12-12 16:11:00.850811,7.381,-0.402,-19.1,0.808,0.019,7.382,0.397,-15.4,26.9,normal,False,-2.967162,0.015352000000000001,2.930654,9.136138613861386,0.0,0.12700000000000067,-0.014000000000000012,0.5,0.15499999999999936,0.006000000000000005,9.399999999999999,0.1769819827615711,7.4758,0.4267698312778012,-0.5585999999999998,25.140584718737053,-11.73,0.9998645353562721,0.05186000000000002
2025-12-12 16:11:18.130811,7.383,-0.378,-18.8,0.761,0.038,7.331,0.392,-15.5,23.7,normal,False,-2.790774,0.028918,2.873752,9.633377135348226,0.0,0.0019999999999997797,0.02400000000000002,0.3000000000000007,-0.05099999999999927,-0.0050000000000000044,-3.1999999999999993,0.15456321971569612,7.4413,0.42915706785381375,-0.5522999999999998,25.13099016486739,-11.700000000000003,1.0070931660073659,-0.05406000000000022
2025-12-12 16:11:35.410811,7.453,-0.391,-18.6,0.883,0.08,7.414,0.372,-15.2,30.3,normal,False,-2.914123,0.07064000000000001,2.758008,8.396375990939976,0.0,0.07000000000000028,-0.013000000000000012,0.1999999999999993,0.0829999999999993,-0.020000000000000018,6.600000000000001,0.1519508692527295,7.4342,0.4308581101837415,-0.5473999999999999,25.127914977393292,-11.690000000000001,1.0052603183166982,0.22675500000000026
2025-12-12 16:11:52.690811,7.692,-0.375,-17.6,0.847,0.086,7.711,0.379,-14.4,44.7,normal,False,-2.8845,0.07284199999999999,2.922469,9.103896103896105,0.0,0.23899999999999988,0.016000000000000014,1.0,0.2970000000000006,0.007000000000000006,14.400000000000002,0.17247173681503342,7.455500000000001,0.03053522555990624,-0.40779999999999983,0.9274217547073891,-19.43,0.9975359875502529,0.034873000000000154
2025-12-12 16:12:09.970811,7.499,-0.356,-18.0,0.847,0.089,7.495,0.368,-14.3,33.1,normal,False,-2.669644,0.07538299999999999,2.75816,8.84887839433294,0.0,-0.1930000000000005,0.019000000000000017,-0.3999999999999986,-0.2160000000000002,-0.01100000000000001,-11.600000000000001,0.16178724026049143,7.476999999999999,0.033077182467591885,-0.40009999999999984,1.0322036836002357,-19.29,1.000533689126084,-0.013133000000000283
2025-12-12 16:12:27.250811,7.248,-0.329,-18.3,0.888,0.061,7.232,0.364,-14.9,17.7,normal,False,-2.384592,0.054168,2.632448,8.144144144144144,0.0,-0.25099999999999945,0.02699999999999997,-0.3000000000000007,-0.2629999999999999,-0.0040000000000000036,-15.400000000000002,0.17365150285683761,7.445800000000001,0.04003887000285462,-0.3939999999999998,1.0422198531095581,-19.12,1.002212389380531,-0.19368799999999986
2025-12-12 16:12:44.530811,7.477,-0.341,-19.0,0.871,0.108,7.497,0.347,-15.8,33.2,normal,False,-2.5496570000000003,0.094068,2.6014589999999997,8.607347876004592,0.0,0.2290000000000001,-0.01200000000000001,-0.6999999999999993,0.2649999999999997,-0.017000000000000015,15.500000000000004,0.16376351513351,7.4654,0.035691424429016294,-0.38209999999999983,0.9402127418800046,-18.98,0.9973322662398293,0.04226600000000058
2025-12-12 16:13:01.810811,7.504,-0.314,-18.5,0.836,0.055,7.452,0.347,-15.7,32.1,normal,False,-2.3562559999999997,0.04598,2.585844,8.913875598086126,0.0,0.026999999999999247,0.027000000000000024,0.5,-0.04499999999999993,0.0,-1.1000000000000014,0.13209424245167734,7.441,0.03187405772018971,-0.3681999999999998,0.7800284895040703,-18.78,1.006977992485239,-0.183608
2025-12-12 16:13:19.090811,7.269,-0.355,-18.9,0.855,0.033,7.245,0.341,-14.9,19.9,normal,False,-2.580495,0.028215,2.4705450000000004,8.473684210526317,0.0,-0.23499999999999943,-0.04099999999999998,-0.3999999999999986,-0.20699999999999985,-0.00599999999999995,-12.200000000000003,0.1391601794894945,7.416000000000001,0.02877672670743565,-0.36289999999999983,0.5758086101728084,-18.640000000000004,1.003312629399586,0.13816499999999943
2025-12-12 16:13:36.370811,7.345,-0.291,-18.4,0.865,0.079,7.36,0.328,-15.2,24.1,normal,False,-2.1373949999999997,0.068335,2.4140800000000002,8.508670520231215,0.0,0.07599999999999962,0.064,0.5,0.11500000000000021,-0.013000000000000012,4.200000000000003,0.13006788825666626,7.4251000000000005,0.03504219678544734,-0.35319999999999985,0.4685675570813305,-18.520000000000003,0.997961956521739,-0.2083500000000007
2025-12-12 16:13:36.370811,7.559,-0.377,-5.6,3.519,0.041,7.565,0.32,-3.8,35.7,solar_fault,False,-2.849743,0.14427900000000002,2.4208000000000003,2.1497584541062804,0.0,0.2140000000000004,-0.08600000000000002,12.799999999999999,0.20500000000000007,-0.008000000000000007,11.600000000000001,0.13543136843268344,7.4429,0.03192717407536892,-0.3506999999999998,4.087120692559672,-17.17,0.9992068737607402,0.5732219999999999
2025-12-12 16:13:53.650811,7.666,-0.315,-18.2,0.84,0.08,7.655,0.325,-14.5,42.3,normal,False,-2.41479,0.0672,2.4878750000000003,9.113095238095239,0.0,0.1070000000000002,0.062,-12.6,0.08999999999999986,0.0050000000000000044,6.599999999999994,0.15027811254838735,7.4712000000000005,0.03215656145235249,-0.3443999999999998,4.064876655227823,-17.110000000000003,1.0014369693011105,-0.00588500000000014
2025-12-12 16:14:10.930811,7.49,-0.301,-18.4,0.772,0.099,7.472,0.321,-14.7,32.0,normal,False,-2.25449,0.07642800000000001,2.398512,9.678756476683938,0.0,-0.17600000000000016,0.014000000000000012,-0.1999999999999993,-0.18299999999999983,-0.0040000000000000036,-10.299999999999997,0.150235703701422,7.4749,0.030200073583336522,-0.3353999999999998,4.057215794112253,-17.09,1.0024089935760172,-0.06759400000000015
2025-12-12 16:14:28.210811,7.771,-0.336,-18.4,0.77,0.092,7.757,0.297,-13.9,48.0,normal,False,-2.611056,0.07084,2.303829,10.074025974025973,0.0,0.2809999999999997,-0.03500000000000003,0.0,0.28499999999999925,-0.02400000000000002,16.0,0.16433556455549364,7.482799999999999,0.026850408645660285,-0.33149999999999985,4.076231920126793,-17.169999999999998,1.0018048214515922,0.37806700000000015
2025-12-12 16:14:45.490811,7.59,-0.304,-19.1,0.864,0.085,7.558,0.301,-14.3,37.3,normal,False,-2.30736,0.07344,2.274958,8.747685185185185,0.0,-0.18100000000000005,0.03200000000000003,-0.7000000000000028,-0.19899999999999984,0.0040000000000000036,-10.700000000000003,0.16781501058538573,7.491899999999999,0.026612653631831757,-0.3262999999999998,4.1157691329263635,-17.28,1.0042339243186027,0.10584200000000044
2025-12-12 16:15:02.770811,7.533,-0.318,-18.4,0.787,0.081,7.489,0.306,-14.8,32.4,normal,False,-2.3954940000000002,0.063747,2.2916339999999997,9.515883100381194,0.0,-0.056999999999999496,-0.014000000000000012,0.7000000000000028,-0.06899999999999995,0.0050000000000000044,-4.899999999999999,0.1443515769840222,7.5203999999999995,0.026715788091086705,-0.3251999999999998,4.118643250175487,-17.290000000000003,1.0058752837494993,0.16760700000000073
2025-12-12 16:15:02.770811,6.096,-0.393,4.2,0.854,0.068,5.971,0.303,5.2,18.0,batt_undervoltage,False,-2.395728,0.058072000000000006,1.809213,6.991803278688525,0.0,-1.4370000000000003,-0.07500000000000001,22.599999999999998,-1.5179999999999998,-0.0030000000000000027,-14.399999999999999,0.4742071863179083,7.382300000000001,0.034157153146970806,-0.3303999999999998,7.872180271196576,-14.970000000000002,1.0209345168313515,0.6445870000000002
2025-12-12 16:15:20.050811,7.498,-0.297,-17.9,0.835,0.091,7.469,0.309,-15.7,31.9,normal,False,-2.226906,0.075985,2.307921,8.944910179640718,0.0,1.4020000000000001,0.09600000000000003,-22.099999999999998,1.4980000000000002,0.006000000000000005,13.899999999999999,0.4740398600211598,7.3817,0.03546218643373779,-0.3286999999999998,7.844523921535961,-14.910000000000002,1.0038827152229215,-0.005029999999999646
2025-12-12 16:15:37.330811,7.421,-0.261,-17.1,0.781,0.084,7.402,0.298,-14.9,26.4,normal,False,-1.936881,0.06560400000000001,2.205796,9.477592829705506,0.0,-0.07699999999999996,0.035999999999999976,0.7999999999999972,-0.06700000000000017,-0.01100000000000001,-5.5,0.4724589223766715,7.3969,0.039897229087787776,-0.3192999999999998,7.763024897264595,-14.73,1.002566873817887,-0.2033109999999998
2025-12-12 16:15:54.610811,7.573,-0.303,-17.6,0.89,0.084,7.559,0.295,-13.8,36.7,normal,False,-2.294619,0.07476000000000001,2.229905,8.493258426966293,0.0,0.15200000000000014,-0.04199999999999998,-0.5,0.15700000000000003,-0.0030000000000000027,10.300000000000004,0.47516968898839324,7.419700000000001,0.03912444532791167,-0.32049999999999984,7.725031463437903,-14.65,1.001852096838206,0.13947399999999988
2025-12-12 16:16:11.890811,7.28,-0.297,-17.3,0.773,0.038,7.26,0.299,-12.9,19.6,normal,False,-2.16216,0.029374,2.17074,9.391979301423026,0.0,-0.29300000000000015,0.006000000000000005,0.3000000000000007,-0.2990000000000004,0.0040000000000000036,-17.1,0.4742717926815019,7.391800000000001,0.03415080932821832,-0.31249999999999983,7.059398778302958,-15.820000000000002,1.0027548209366393,0.02079399999999998
2025-12-12 16:16:29.170811,7.308,-0.277,-17.7,0.883,0.085,7.278,0.311,-12.8,19.8,normal,False,-2.0243160000000002,0.07505500000000001,2.263458,8.242355605889014,0.0,0.02799999999999958,0.019999999999999962,-0.3999999999999986,0.017999999999999794,0.01200000000000001,0.1999999999999993,0.4646891434066337,7.356,0.03591053698653392,-0.3086999999999998,7.042419091949929,-15.77,1.0041220115416323,-0.16408699999999987
2025-12-12 16:16:46.450811,7.558,-0.282,-17.3,0.907,0.049,7.545,0.291,-13.3,36.7,normal,False,-2.131356,0.044443,2.195595,8.318632855567806,0.0,0.25,-0.004999999999999949,0.3999999999999986,0.26700000000000035,-0.020000000000000018,16.900000000000002,0.46735777396859474,7.3628,0.0368534635790496,-0.30679999999999985,7.00526785910232,-15.660000000000002,1.0017229953611664,-0.01979600000000037
2025-12-12 16:16:46.450811,7.062,-1.764,56.9,0.81,0.14,7.182,0.3,-4.0,15.4,batt_overheat,False,-12.457368,0.11340000000000001,2.1546,8.866666666666667,0.0,-0.49599999999999955,-1.482,74.2,-0.36299999999999955,0.009000000000000008,-21.300000000000004,0.4520809784884784,7.291900000000001,0.4631875550045633,-0.4495999999999998,23.879561228055266,-8.13,0.9832915622389307,10.416168
2025-12-12 16:17:03.730811,7.168,-0.291,-17.3,0.906,0.087,7.171,0.291,-13.5,15.0,normal,False,-2.0858879999999997,0.078822,2.086761,7.915011037527594,0.0,0.10599999999999987,1.473,-74.2,-0.01100000000000012,-0.009000000000000008,-0.40000000000000036,0.4407158444571096,7.2497,0.46365960934000666,-0.44829999999999987,23.79431538087281,-7.950000000000001,0.9995816483056756,0.07794899999999982
2025-12-12 16:17:21.010811,7.163,-0.295,-16.7,0.761,0.044,7.195,0.282,-14.2,15.0,normal,False,-2.113085,0.033484,2.02899,9.454664914586072,0.0,-0.004999999999999893,-0.0040000000000000036,0.6000000000000014,0.02400000000000002,-0.009000000000000008,0.0,0.4296823245142701,7.212700000000001,0.4644341838313642,-0.44599999999999984,23.71730732327476,-7.780000000000001,0.9955524669909659,0.1175790000000001
2025-12-12 16:17:38.290811,7.587,-0.327,-15.9,0.805,0.062,7.59,0.276,-13.6,38.0,normal,False,-2.480949,0.04991,2.09484,9.428571428571427,0.0,0.4239999999999995,-0.03200000000000003,0.7999999999999989,0.3949999999999996,-0.00599999999999995,23.0,0.19218498033576392,7.3618,0.46573817155612096,-0.43939999999999985,23.439304597193054,-9.790000000000003,0.999604743083004,0.43601899999999993
2025-12-12 16:17:55.570811,7.236,-0.303,-15.8,0.809,0.051,7.221,0.295,-13.2,17.0,normal,False,-2.1925079999999997,0.041259,2.130195,8.925834363411619,0.0,-0.351,0.02400000000000002,0.09999999999999964,-0.3689999999999998,0.01899999999999996,-21.0,0.1893927136929783,7.3355999999999995,0.4655381593143274,-0.4399999999999998,23.367869678970074,-9.580000000000002,1.002077274615704,0.10357199999999978
2025-12-12 16:18:12.850811,7.487,-0.253,-15.3,0.798,0.025,7.484,0.284,-13.8,31.6,normal,False,-1.894211,0.019950000000000002,2.125456,9.37844611528822,0.0,0.25100000000000033,0.04999999999999999,0.5,0.2629999999999999,-0.01100000000000001,14.600000000000001,0.19379817680598546,7.3422,0.4658866815009786,-0.43919999999999987,23.310369652438567,-9.400000000000002,1.0004008551576697,-0.2112949999999998
2025-12-12 16:18:30.130811,7.265,-0.284,-14.7,0.863,0.023,7.257,0.279,-13.5,20.4,normal,False,-2.0632599999999996,0.019849,2.024703,8.409038238702202,0.0,-0.22200000000000042,-0.030999999999999972,0.6000000000000014,-0.2270000000000003,-0.004999999999999949,-11.200000000000003,0.17676864980970233,7.311399999999999,0.4665421381468784,-0.43729999999999986,23.214863533712286,-9.110000000000001,1.001102383905195,0.05840599999999929
2025-12-12 16:18:47.410811,7.32,-0.279,-15.5,0.869,0.036,7.338,0.272,-13.1,23.2,normal,False,-2.0422800000000003,0.031284,1.9959360000000002,8.444188722669736,0.0,0.055000000000000604,0.004999999999999949,-0.8000000000000007,0.0810000000000004,-0.007000000000000006,2.8000000000000007,0.1764314156958284,7.3153999999999995,0.4671778747614884,-0.4354999999999998,23.151196273386923,-8.930000000000001,0.9975470155355683,0.07762800000000003
2025-12-12 16:19:04.690811,7.597,-0.248,-15.1,0.742,0.104,7.599,0.264,-12.0,39.1,normal,False,-1.8840560000000002,0.077168,2.006136,10.24123989218329,0.0,0.27700000000000014,0.031000000000000028,0.40000000000000036,0.2610000000000001,-0.008000000000000007,15.900000000000002,0.19749658224888547,7.3443,0.4683595959421622,-0.43259999999999976,23.056165721510883,-8.670000000000002,0.9997368074746678,-0.04491200000000006
2025-12-12 16:19:21.970811,7.378,-0.294,-14.9,0.82,0.046,7.38,0.282,-11.9,25.9,normal,False,-2.169132,0.03772,2.0811599999999997,9.0,0.0,-0.2190000000000003,-0.045999999999999985,0.1999999999999993,-0.2190000000000003,0.01799999999999996,-13.200000000000003,0.1835671539246337,7.326299999999999,0.46794605577043324,-0.43379999999999974,22.968676738356237,-8.430000000000001,0.9997289972899729,0.12569200000000036
2025-12-12 16:19:39.250811,7.613,-0.314,-15.4,0.818,0.076,7.599,0.283,-11.7,38.6,normal,False,-2.390482,0.062167999999999994,2.150517,9.289731051344743,0.0,0.23500000000000032,-0.020000000000000018,-0.5,0.2190000000000003,0.0010000000000000009,12.700000000000003,0.1780307089614751,7.381399999999999,0.02456646313789903,-0.28879999999999983,0.8085652588207759,-15.660000000000002,1.001842347677326,0.302133
2025-12-12 16:19:56.530811,7.4,-0.294,-16.3,0.868,0.092,7.396,0.278,-11.7,27.9,normal,False,-2.1756,0.079856,2.0560880000000004,8.52073732718894,0.0,-0.21300000000000008,0.020000000000000018,-0.9000000000000004,-0.2030000000000003,-0.004999999999999949,-10.700000000000003,0.1614787223685236,7.4046,0.02461458465569585,-0.2890999999999998,0.6239658110245192,-15.560000000000002,1.0005408328826393,0.19936799999999977
2025-12-12 16:20:13.810811,7.508,-0.258,-16.8,0.881,0.012,7.49,0.273,-11.3,32.5,normal,False,-1.9370640000000001,0.010572,2.04477,8.501702610669694,0.0,0.10799999999999965,0.035999999999999976,-0.5,0.0940000000000003,-0.0050000000000000044,4.600000000000001,0.13948193829706151,7.439099999999999,0.026348940522558314,-0.2853999999999998,0.6447221623775762,-15.570000000000002,1.0024032042723632,-0.09713400000000005
2025-12-12 16:20:31.090811,7.502,-0.28,-15.9,0.737,0.059,7.434,0.303,-11.3,30.5,normal,False,-2.10056,0.043482999999999994,2.252502,10.086838534599728,0.0,-0.006000000000000227,-0.02200000000000002,0.9000000000000004,-0.05600000000000005,0.02999999999999997,-2.0,0.13184856633440617,7.430600000000001,0.021924364934301704,-0.28069999999999984,0.6447221623775762,-15.570000000000002,1.0091471616895344,-0.10845899999999942
2025-12-12 16:20:48.370811,8.546,0.406,12.1,0.801,0.041,7.389,0.299,4.7,26.2,batt_overvoltage,False,3.4696759999999998,0.032841,2.209311,9.224719101123595,0.0,1.0439999999999996,0.686,28.0,-0.04499999999999993,-0.0040000000000000036,-4.300000000000001,0.3637909045347622,7.5616,0.21733680978813444,-0.20979999999999982,8.765310414734975,-12.780000000000001,1.1565841115171198,-5.646146
2025-12-12 16:20:48.370811,7.378,-0.323,-14.7,0.849,0.056,7.367,0.282,-11.5,25.3,normal,False,-2.3830940000000003,0.047544,2.0774939999999997,8.677267373380447,0.0,-1.1679999999999993,-0.7290000000000001,-26.799999999999997,-0.02200000000000024,-0.017000000000000015,-0.8999999999999986,0.3678843568296943,7.550700000000001,0.21999383829753894,-0.2167999999999998,8.748180763259377,-12.720000000000002,1.0014931451065563,0.35314400000000035
2025-12-12 16:21:05.650811,7.58,-0.323,-14.0,0.721,0.051,7.574,0.269,-12.3,37.5,normal,False,-2.44834,0.036771,2.0374060000000003,10.504854368932039,0.0,0.20199999999999996,0.0,0.6999999999999993,0.20699999999999985,-0.012999999999999956,12.2,0.353924285688336,7.5822,0.22165691707881283,-0.2206999999999998,8.733365139890891,-12.650000000000002,1.0007921837866385,0.4477049999999996
2025-12-12 16:21:22.930811,7.177,-0.303,-14.8,0.847,0.051,7.166,0.285,-12.6,15.0,normal,False,-2.1746309999999998,0.043197,2.04231,8.460448642266824,0.0,-0.40300000000000047,0.020000000000000018,-0.8000000000000007,-0.4079999999999995,0.01599999999999996,-22.5,0.3682925920152777,7.5679,0.2224866787522728,-0.2230999999999998,8.710759630097028,-12.580000000000002,1.0015350265140943,0.17551799999999984
2025-12-12 16:21:40.210811,7.334,-0.288,-15.1,0.878,0.067,7.329,0.302,-13.2,22.5,normal,False,-2.112192,0.058826,2.213358,8.34738041002278,0.0,0.15700000000000003,0.015000000000000013,-0.29999999999999893,0.16299999999999937,0.017000000000000015,7.5,0.37530734072223737,7.5416,0.22334201475662915,-0.2270999999999998,8.710759630097028,-12.580000000000002,1.0006822213125939,-0.042340000000000266
2025-12-12 16:21:57.490811,7.551,-0.319,-15.3,0.798,0.051,7.514,0.296,-12.4,34.9,normal,False,-2.408769,0.040698,2.224144,9.416040100250626,0.0,0.21700000000000053,-0.031000000000000028,-0.20000000000000107,0.1850000000000005,-0.006000000000000005,12.399999999999999,0.37088945642723126,7.5588999999999995,0.22431188604756774,-0.2295999999999998,8.72350592110479,-12.620000000000001,1.0049241416023422,0.22532299999999994
2025-12-12 16:22:14.770811,7.408,-0.283,-14.1,0.83,0.039,7.369,0.301,-11.7,25.8,normal,False,-2.096464,0.032369999999999996,2.218069,8.878313253012049,0.0,-0.1429999999999998,0.03600000000000003,1.200000000000001,-0.14500000000000046,0.0050000000000000044,-9.099999999999998,0.3732250438185128,7.5384,0.2232274624682071,-0.22649999999999984,8.687084922138107,-12.490000000000002,1.005292441308183,-0.08923499999999995
2025-12-12 16:22:32.050811,7.715,-0.309,-13.4,0.771,0.088,7.706,0.303,-11.6,44.4,normal,False,-2.383935,0.06784799999999999,2.334918,9.994811932555123,0.0,0.3069999999999995,-0.026000000000000023,0.6999999999999993,0.33700000000000063,0.0020000000000000018,18.599999999999998,0.373539065337659,7.5699,0.2237811430840293,-0.22799999999999981,8.59366691879002,-12.200000000000001,1.0011679211004412,0.11686500000000022
2025-12-12 16:22:49.330811,7.487,-0.299,-12.4,0.917,0.037,7.475,0.322,-11.2,32.0,normal,False,-2.238613,0.033929,2.40695,8.151581243184296,0.0,-0.22799999999999976,0.010000000000000009,1.0,-0.23100000000000076,0.019000000000000017,-12.399999999999999,0.37398449165707187,7.5678,0.22476528498264164,-0.2320999999999998,8.443301092187124,-11.760000000000002,1.0016053511705687,-0.13440800000000008
2025-12-12 16:23:06.610811,7.312,-0.291,-12.0,0.893,0.09,7.294,0.325,-11.3,21.7,normal,False,-2.127792,0.08037,2.37055,8.167973124300111,0.0,-0.17499999999999982,0.008000000000000007,0.40000000000000036,-0.18100000000000005,0.0030000000000000027,-10.3,0.38242989190467314,7.5488,0.2250524877050174,-0.2331999999999998,8.31999599358848,-11.370000000000001,1.0024677817384153,-0.16238800000000042
2025-12-12 16:23:23.890811,7.23,-0.294,-12.9,0.897,0.053,7.247,0.323,-10.5,17.6,normal,False,-2.12562,0.047541,2.3407810000000002,8.079152731326644,0.0,-0.08199999999999985,-0.0030000000000000027,-0.9000000000000004,-0.04699999999999971,-0.0020000000000000018,-4.099999999999998,0.16677116723887078,7.417199999999999,0.014748257900705546,-0.3031999999999998,1.1547486498970103,-13.870000000000001,0.9976542017386506,-0.16762000000000032
2025-12-12 16:23:41.170811,7.021,-1.797,59.1,0.877,0.003,7.183,0.328,-2.4,14.8,batt_overheat,False,-12.616736999999999,0.002631,2.356024,8.190421892816419,0.0,-0.20900000000000052,-1.503,72.0,-0.06400000000000006,0.0050000000000000044,-2.8000000000000007,0.2089674349961753,7.3815,0.4732554396001227,-0.45059999999999983,23.073045842377216,-6.490000000000002,0.9774467492691076,10.263343999999998
2025-12-12 16:23:41.170811,6.461,-0.481,-4.5,0.905,0.059,6.363,0.339,-2.7,16.8,batt_undervoltage,False,-3.107741,0.053395,2.1570570000000004,7.030939226519338,0.0,-0.5599999999999996,1.3159999999999998,-63.6,-0.8199999999999994,0.01100000000000001,2.0,0.345721210740017,7.2696,0.47115489314378084,-0.4663999999999998,22.924571969831764,-5.540000000000001,1.0154015401540153,1.0040789999999995
2025-12-12 16:23:41.170811,7.326,-0.363,-13.6,0.818,0.076,7.323,0.329,-11.4,22.6,normal,False,-2.659338,0.062167999999999994,2.4092670000000003,8.952322738386309,0.0,0.8649999999999993,0.118,-9.1,0.96,-0.010000000000000009,5.800000000000001,0.34449552488625296,7.2844999999999995,0.4692209145665407,-0.47239999999999976,22.87379869341039,-5.420000000000001,1.000409668168783,0.3122389999999995
2025-12-12 16:23:58.450811,7.446,-0.333,-13.9,0.842,0.018,7.416,0.345,-11.5,29.1,normal,False,-2.479518,0.015155999999999998,2.55852,8.807600950118765,0.0,0.1200000000000001,0.02999999999999997,-0.3000000000000007,0.09299999999999997,0.01599999999999996,6.5,0.34808557376980637,7.295700000000001,0.4674684659596419,-0.4768999999999998,22.820458657383064,-5.300000000000002,1.0040453074433655,-0.06384599999999985
2025-12-12 16:24:15.730811,7.28,-0.317,-13.6,0.81,0.072,7.293,0.326,-11.8,19.5,normal,False,-2.30776,0.05832,2.3775180000000002,9.003703703703703,0.0,-0.16599999999999948,0.016000000000000014,0.3000000000000007,-0.12300000000000022,-0.01899999999999996,-9.600000000000001,0.3363523945705174,7.268600000000001,0.46754394921166353,-0.47669999999999985,22.743890510542645,-5.130000000000001,0.9982174688057042,-0.01143800000000006
2025-12-12 16:24:33.010811,7.329,-0.318,-12.5,0.777,0.068,7.299,0.346,-10.8,22.3,normal,False,-2.330622,0.05283600000000001,2.525454,9.393822393822393,0.0,0.04899999999999949,-0.0010000000000000009,1.0999999999999996,0.006000000000000227,0.019999999999999962,2.8000000000000007,0.33363121689805386,7.2607,0.4660614647113437,-0.4801999999999998,22.67931264880438,-4.9700000000000015,1.0041101520756268,-0.1419959999999998
